,Oligodendrocyte/OPC__Donor_333,Excitatory neuron__Donor_865,Excitatory neuron__Donor_614,Excitatory neuron__Donor_333,Inhibitory neuron__Donor_31,Excitatory neuron__Donor_1001,Excitatory neuron__Donor_638,Excitatory neuron__Donor_228,Inhibitory neuron__Donor_1001,Excitatory neuron__Donor_31,Support/Vascular/Immune__Donor_1001,Excitatory neuron__Donor_1007,Astrocyte Homeostatic__Donor_614,Inhibitory neuron__Donor_638,Inhibitory neuron__Donor_333,Astrocyte Reactive__Donor_1001,Microglia__Donor_1001,Oligodendrocyte/OPC__Donor_1001,Microglia__Donor_865,Support/Vascular/Immune__Donor_638,Support/Vascular/Immune__Donor_228,Inhibitory neuron__Donor_865,Support/Vascular/Immune__Donor_614,Inhibitory neuron__Donor_614,Microglia__Donor_333,Microglia__Donor_614,Oligodendrocyte/OPC__Donor_865,Support/Vascular/Immune__Donor_865,Support/Vascular/Immune__Donor_333,Microglia__Donor_228,Astrocyte Reactive__Donor_614,Support/Vascular/Immune__Donor_31,Microglia__Donor_1007,Astrocyte Homeostatic__Donor_31,Inhibitory neuron__Donor_228,Inhibitory neuron__Donor_1007,Oligodendrocyte/OPC__Donor_638,Support/Vascular/Immune__Donor_1007,Astrocyte Reactive__Donor_865,Oligodendrocyte/OPC__Donor_614,Microglia__Donor_638,Microglia__Donor_31,Oligodendrocyte/OPC__Donor_228,Excitatory neuron__Donor_545,Inhibitory neuron__Donor_941,Excitatory neuron__Donor_941,Excitatory neuron__Donor_1467,Oligodendrocyte/OPC__Donor_941,Support/Vascular/Immune__Donor_941,Inhibitory neuron__Donor_545,Oligodendrocyte/OPC__Donor_545,Microglia__Donor_545,Support/Vascular/Immune__Donor_1467,Inhibitory neuron__Donor_1467,Support/Vascular/Immune__Donor_545,Microglia__Donor_941,Astrocyte Homeostatic__Donor_941,Astrocyte Homeostatic__Donor_545,Excitatory neuron__Donor_609,Excitatory neuron__Donor_735,Excitatory neuron__Donor_634,Astrocyte Homeostatic__Donor_1146,Astrocyte Homeostatic__Donor_609,Support/Vascular/Immune__Donor_1146,Inhibitory neuron__Donor_1146,Inhibitory neuron__Donor_1278,Oligodendrocyte/OPC__Donor_721,Microglia__Donor_634,Excitatory neuron__Donor_1146,Excitatory neuron__Donor_721,Microglia__Donor_1146,Astrocyte Reactive__Donor_1146,Microglia__Donor_609,Inhibitory neuron__Donor_634,Inhibitory neuron__Donor_721,Oligodendrocyte/OPC__Donor_1278,Support/Vascular/Immune__Donor_735,Inhibitory neuron__Donor_609,Oligodendrocyte/OPC__Donor_735,Excitatory neuron__Donor_1278,Support/Vascular/Immune__Donor_609,Support/Vascular/Immune__Donor_634,Support/Vascular/Immune__Donor_1278,Support/Vascular/Immune__Donor_721,Astrocyte Homeostatic__Donor_735,Inhibitory neuron__Donor_735,Microglia__Donor_721,Oligodendrocyte/OPC__Donor_634,Astrocyte Homeostatic__Donor_721,Astrocyte Reactive__Donor_735,Astrocyte Reactive__Donor_634,Microglia__Donor_735,Oligodendrocyte/OPC__Donor_1146,Astrocyte Reactive__Donor_609,Oligodendrocyte/OPC__Donor_609,Astrocyte Homeostatic__Donor_1278
ENSG00000081913,33141.0,37388.0,4195.0,8763.0,18442.0,7864.0,12354.0,11044.0,1371.0,3583.0,2277.0,1753.0,5347.0,621.0,1417.0,192.0,1348.0,15730.0,542.0,840.0,1460.0,733.0,1075.0,477.0,71.0,552.0,159.0,1349.0,1157.0,44.0,63.0,1213.0,44.0,2937.0,744.0,50.0,62.0,177.0,87.0,104.0,138.0,22.0,76.0,10701.0,39745.0,3996.0,3114.0,2318.0,795.0,207.0,76.0,74.0,867.0,761.0,591.0,87.0,201.0,391.0,11560.0,4458.0,19152.0,9792.0,10236.0,2125.0,2498.0,29139.0,30980.0,1364.0,4389.0,2767.0,1017.0,50.0,1045.0,1698.0,8022.0,2182.0,1465.0,1132.0,355.0,6361.0,1419.0,1994.0,1330.0,1197.0,5962.0,1226.0,255.0,1754.0,461.0,30.0,403.0,419.0,248.0,40.0,86.0,271.0
ENSG00000082074,115.0,170.0,69.0,28.0,1675.0,53.0,52.0,24.0,2725.0,20.0,27.0,6.0,21.0,1372.0,635.0,4.0,16.0,63.0,2088.0,2.0,16.0,32.0,15.0,473.0,1.0,19.0,3.0,14.0,21.0,1.0,2.0,17.0,2.0,8.0,570.0,203.0,2.0,0.0,3.0,1.0,11.0,5.0,2.0,13.0,522.0,12.0,9.0,15.0,7.0,1050.0,2.0,1.0,9.0,391.0,5.0,1.0,0.0,1.0,2143.0,15.0,104.0,46.0,28.0,40.0,740.0,659.0,171.0,29.0,62.0,8.0,40.0,1.0,21.0,1203.0,342.0,3.0,9.0,33.0,1.0,16.0,16.0,25.0,19.0,24.0,13.0,2319.0,9.0,21.0,0.0,0.0,14.0,7.0,5.0,0.0,0.0,0.0
ENSG00000082175,29.0,22.0,9.0,5.0,3.0,33.0,12.0,9.0,4.0,0.0,6.0,1.0,0.0,5.0,9.0,43.0,4.0,50.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,53.0,5.0,1.0,0.0,12.0,1.0,1.0,1.0,0.0,0.0,25.0,0.0,17.0,5.0,0.0,0.0,18.0,12.0,9.0,7.0,6.0,6.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,16.0,1.0,6.0,21.0,5.0,4.0,11.0,2.0,32.0,10.0,3.0,11.0,1.0,7.0,2.0,5.0,3.0,6.0,22.0,13.0,6.0,3.0,2.0,12.0,1.0,2.0,0.0,30.0,0.0,10.0,111.0,1.0,10.0,8.0,13.0,0.0
ENSG00000082438,243.0,982.0,823.0,344.0,37.0,1854.0,715.0,371.0,145.0,112.0,202.0,161.0,10.0,38.0,84.0,364.0,63.0,1106.0,72.0,28.0,12.0,111.0,125.0,90.0,8.0,193.0,413.0,87.0,55.0,11.0,140.0,10.0,7.0,2.0,6.0,1.0,317.0,11.0,195.0,297.0,40.0,5.0,192.0,515.0,85.0,185.0,65.0,211.0,25.0,54.0,137.0,10.0,12.0,19.0,15.0,12.0,0.0,0.0,2038.0,343.0,1378.0,39.0,34.0,240.0,264.0,47.0,165.0,151.0,587.0,167.0,53.0,114.0,394.0,210.0,79.0,45.0,72.0,80.0,534.0,286.0,77.0,137.0,10.0,45.0,3.0,45.0,10.0,1609.0,3.0,141.0,653.0,14.0,113.0,105.0,245.0,0.0
ENSG00000082482,33.0,486.0,214.0,148.0,23.0,362.0,114.0,78.0,7.0,30.0,392.0,43.0,6.0,8.0,12.0,479.0,22.0,9.0,32.0,68.0,131.0,9.0,206.0,3.0,1.0,5.0,3.0,298.0,308.0,0.0,242.0,102.0,0.0,3.0,3.0,0.0,1.0,33.0,230.0,0.0,5.0,0.0,1.0,109.0,52.0,65.0,4.0,2.0,93.0,1.0,0.0,1.0,77.0,3.0,117.0,4.0,0.0,1.0,511.0,136.0,128.0,21.0,19.0,433.0,8.0,28.0,42.0,19.0,398.0,109.0,13.0,85.0,27.0,18.0,10.0,3.0,133.0,6.0,1.0,109.0,376.0,265.0,145.0,182.0,7.0,6.0,3.0,2.0,0.0,45.0,1676.0,7.0,0.0,44.0,1.0,1.0
ENSG00000083067,405.0,9305.0,7389.0,4622.0,1387.0,9789.0,12960.0,8287.0,2044.0,5901.0,1551.0,2374.0,122.0,342.0,1736.0,2036.0,1189.0,194.0,518.0,192.0,596.0,2234.0,754.0,402.0,105.0,1276.0,42.0,1110.0,1035.0,67.0,349.0,375.0,66.0,56.0,16.0,74.0,15.0,137.0,885.0,17.0,289.0,78.0,8.0,11297.0,2056.0,1731.0,4574.0,57.0,346.0,184.0,3.0,199.0,267.0,348.0,206.0,117.0,1.0,5.0,10876.0,5141.0,7578.0,210.0,341.0,1753.0,1221.0,650.0,916.0,1262.0,6907.0,1863.0,1463.0,14.0,2988.0,2673.0,961.0,16.0,696.0,722.0,16.0,4351.0,3006.0,852.0,696.0,723.0,151.0,862.0,171.0,123.0,16.0,50.0,4846.0,376.0,12.0,8.0,19.0,9.0
ENSG00000083622,33.0,17.0,2.0,2.0,113.0,1.0,6.0,1.0,1.0,3.0,4.0,1.0,6.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0,3.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,6.0,35.0,37.0,7.0,9.0,81.0,189.0,3.0,4.0,3.0,7.0,0.0,1.0,0.0,29.0,1.0,0.0,12.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ENSG00000084453,13883.0,13822.0,594.0,2460.0,6769.0,1143.0,2624.0,1856.0,96.0,302.0,41.0,357.0,1991.0,86.0,355.0,428.0,41.0,4560.0,48.0,23.0,28.0,28.0,24.0,81.0,5.0,36.0,10.0,44.0,32.0,4.0,106.0,12.0,1.0,1036.0,231.0,3.0,18.0,2.0,308.0,20.0,14.0,0.0,69.0,2081.0,13048.0,790.0,402.0,920.0,15.0,8.0,30.0,3.0,2.0,321.0,5.0,1.0,66.0,118.0,3113.0,754.0,5507.0,3079.0,4651.0,44.0,644.0,11150.0,13638.0,85.0,139.0,770.0,36.0,42.0,34.0,148.0,2890.0,797.0,7.0,422.0,137.0,1446.0,40.0,63.0,10.0,37.0,2414.0,221.0,15.0,932.0,185.0,23.0,2634.0,8.0,102.0,18.0,44.0,114.0
ENSG00000084674,1.0,7.0,3.0,2.0,4.0,6.0,3.0,2.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,3.0,3.0,3.0,2.0,8.0,6.0,1.0,6.0,0.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,104.0,1.0,0.0,0.0,0.0,0.0
ENSG00000085276,407.0,76.0,46.0,34.0,50.0,127.0,42.0,17.0,18.0,10.0,26.0,11.0,10.0,9.0,2.0,46.0,28.0,2038.0,12.0,2.0,3.0,8.0,10.0,6.0,0.0,7.0,636.0,10.0,8.0,0.0,8.0,6.0,0.0,11.0,4.0,1.0,731.0,2.0,2.0,639.0,4.0,0.0,295.0,79.0,80.0,5.0,8.0,111.0,2.0,0.0,256.0,0.0,12.0,4.0,2.0,1.0,1.0,0.0,48.0,28.0,40.0,34.0,22.0,25.0,11.0,46.0,137.0,20.0,46.0,11.0,33.0,4.0,19.0,8.0,14.0,25.0,19.0,2.0,786.0,41.0,8.0,9.0,11.0,10.0,25.0,14.0,4.0,1999.0,1.0,3.0,24.0,5.0,158.0,3.0,408.0,0.0
ENSG00000085563,579.0,285.0,313.0,228.0,29.0,527.0,91.0,28.0,35.0,34.0,400.0,20.0,6.0,16.0,20.0,8.0,477.0,2514.0,75.0,20.0,21.0,11.0,177.0,9.0,59.0,281.0,1197.0,116.0,145.0,1.0,3.0,30.0,3.0,7.0,1.0,1.0,854.0,4.0,8.0,670.0,18.0,17.0,343.0,50.0,64.0,89.0,6.0,297.0,64.0,1.0,279.0,6.0,13.0,3.0,9.0,41.0,0.0,0.0,297.0,139.0,110.0,28.0,36.0,659.0,79.0,41.0,323.0,150.0,969.0,211.0,1034.0,10.0,184.0,16.0,23.0,120.0,81.0,16.0,1167.0,112.0,137.0,51.0,69.0,143.0,4.0,19.0,127.0,1868.0,2.0,4.0,112.0,111.0,261.0,3.0,413.0,0.0
ENSG00000086205,4466.0,6320.0,225.0,890.0,4516.0,357.0,1109.0,949.0,36.0,176.0,3.0,121.0,775.0,38.0,164.0,4.0,12.0,1344.0,31.0,18.0,13.0,17.0,20.0,44.0,2.0,22.0,10.0,29.0,14.0,2.0,0.0,5.0,1.0,564.0,113.0,0.0,2.0,2.0,7.0,10.0,14.0,1.0,6.0,790.0,10055.0,547.0,273.0,621.0,5.0,5.0,6.0,1.0,5.0,205.0,5.0,3.0,36.0,57.0,1410.0,545.0,2116.0,1990.0,1966.0,34.0,464.0,7234.0,6745.0,71.0,75.0,370.0,24.0,2.0,27.0,77.0,1692.0,491.0,13.0,196.0,49.0,997.0,16.0,51.0,4.0,35.0,1291.0,169.0,4.0,317.0,58.0,0.0,26.0,2.0,58.0,3.0,14.0,58.0
ENSG00000086991,235.0,346.0,57.0,77.0,111.0,43.0,99.0,53.0,17.0,17.0,73.0,4.0,41.0,4.0,21.0,105.0,12.0,100.0,11.0,13.0,12.0,5.0,30.0,6.0,1.0,26.0,28.0,65.0,44.0,0.0,76.0,27.0,2.0,9.0,0.0,1.0,8.0,6.0,18.0,14.0,2.0,1.0,7.0,109.0,344.0,33.0,14.0,36.0,38.0,1.0,15.0,3.0,38.0,5.0,37.0,2.0,1.0,4.0,172.0,29.0,472.0,103.0,80.0,97.0,24.0,565.0,506.0,63.0,24.0,43.0,45.0,10.0,35.0,15.0,119.0,52.0,19.0,8.0,14.0,104.0,87.0,36.0,24.0,77.0,73.0,6.0,9.0,92.0,10.0,10.0,43.0,10.0,8.0,7.0,3.0,11.0
ENSG00000087253,353.0,663.0,80.0,79.0,1631.0,93.0,204.0,95.0,1623.0,22.0,120.0,13.0,80.0,766.0,499.0,39.0,16.0,188.0,777.0,10.0,17.0,23.0,59.0,262.0,1.0,32.0,2.0,63.0,28.0,2.0,19.0,21.0,2.0,40.0,327.0,155.0,1.0,5.0,21.0,1.0,5.0,1.0,4.0,60.0,1072.0,45.0,43.0,31.0,22.0,601.0,1.0,2.0,20.0,194.0,13.0,2.0,6.0,3.0,664.0,52.0,297.0,179.0,216.0,101.0,483.0,1034.0,591.0,26.0,65.0,38.0,11.0,13.0,32.0,783.0,412.0,52.0,47.0,47.0,13.0,99.0,63.0,70.0,19.0,66.0,110.0,1922.0,3.0,42.0,8.0,20.0,79.0,5.0,4.0,5.0,1.0,11.0
ENSG00000088827,9.0,12.0,7.0,9.0,43.0,12.0,6.0,1.0,21.0,4.0,10.0,2.0,1.0,9.0,18.0,2.0,6.0,6.0,4.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,12.0,1.0,2.0,0.0,1.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,3.0,26.0,2.0,1.0,10.0,11.0,87.0,10.0,2.0,8.0,7.0,2.0,1.0,1.0,18.0,8.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,8.0,3.0,2.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0
ENSG00000090104,7.0,58.0,27.0,4.0,229.0,10.0,3.0,18.0,826.0,8.0,6.0,5.0,3.0,70.0,169.0,2.0,3.0,4.0,241.0,1.0,4.0,22.0,1.0,197.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,0.0,2.0,14.0,190.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,15.0,95.0,2.0,2.0,2.0,0.0,23.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,830.0,4.0,28.0,4.0,11.0,3.0,68.0,134.0,32.0,6.0,3.0,0.0,0.0,0.0,14.0,252.0,304.0,1.0,1.0,22.0,0.0,4.0,8.0,7.0,0.0,6.0,0.0,1839.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
ENSG00000090376,125.0,73.0,74.0,18.0,506.0,84.0,55.0,12.0,795.0,21.0,161.0,5.0,3.0,578.0,251.0,65.0,21.0,320.0,403.0,9.0,4.0,20.0,58.0,174.0,1.0,10.0,287.0,86.0,45.0,0.0,36.0,12.0,0.0,5.0,130.0,97.0,94.0,3.0,41.0,227.0,4.0,3.0,69.0,22.0,90.0,14.0,11.0,35.0,37.0,279.0,48.0,0.0,15.0,131.0,7.0,3.0,0.0,0.0,554.0,22.0,64.0,9.0,11.0,132.0,156.0,177.0,34.0,12.0,27.0,4.0,12.0,20.0,22.0,197.0,81.0,16.0,83.0,10.0,181.0,30.0,55.0,65.0,13.0,61.0,3.0,826.0,1.0,485.0,1.0,22.0,24.0,5.0,16.0,32.0,261.0,1.0
ENSG00000091129,449.0,13009.0,6002.0,4092.0,893.0,9183.0,8368.0,8966.0,1692.0,4145.0,7937.0,2000.0,144.0,571.0,1483.0,27.0,7020.0,244.0,2569.0,2976.0,5587.0,2702.0,3546.0,479.0,470.0,3092.0,59.0,5817.0,5205.0,274.0,17.0,3653.0,251.0,42.0,43.0,74.0,27.0,893.0,45.0,28.0,882.0,204.0,5.0,7299.0,1283.0,1922.0,3223.0,55.0,2953.0,263.0,1.0,664.0,2361.0,341.0,1887.0,463.0,2.0,5.0,16240.0,5207.0,7682.0,396.0,392.0,6907.0,1303.0,830.0,1011.0,7634.0,8987.0,2535.0,4867.0,19.0,8531.0,2502.0,756.0,37.0,6056.0,850.0,6.0,3275.0,6808.0,6248.0,3758.0,4706.0,79.0,1502.0,1311.0,102.0,24.0,4.0,119.0,2318.0,17.0,12.0,22.0,19.0
ENSG00000091409,171.0,1679.0,534.0,430.0,276.0,714.0,723.0,805.0,344.0,573.0,36.0,172.0,31.0,89.0,266.0,22.0,26.0,471.0,80.0,9.0,4.0,527.0,42.0,78.0,8.0,21.0,408.0,37.0,36.0,0.0,2.0,6.0,1.0,12.0,30.0,13.0,178.0,7.0,15.0,178.0,1.0,2.0,89.0,670.0,458.0,171.0,518.0,49.0,6.0,32.0,71.0,2.0,4.0,68.0,6.0,3.0,0.0,1.0,1306.0,296.0,654.0,66.0,61.0,52.0,249.0,186.0,198.0,27.0,694.0,201.0,41.0,2.0,20.0,345.0,118.0,41.0,21.0,135.0,193.0,326.0,72.0,19.0,5.0,29.0,34.0,337.0,9.0,406.0,2.0,1.0,75.0,12.0,96.0,5.0,138.0,1.0
ENSG00000091428,1037.0,5817.0,3763.0,2188.0,298.0,5359.0,1528.0,1015.0,385.0,606.0,3605.0,586.0,226.0,127.0,278.0,331.0,4330.0,743.0,1097.0,741.0,1223.0,307.0,1718.0,199.0,381.0,1802.0,430.0,2273.0,1665.0,120.0,110.0,796.0,132.0,48.0,29.0,33.0,167.0,191.0,144.0,169.0,428.0,85.0,51.0,2142.0,588.0,923.0,236.0,69.0,758.0,272.0,63.0,347.0,754.0,53.0,609.0,251.0,2.0,7.0,9314.0,2672.0,3388.0,264.0,374.0,3531.0,475.0,515.0,593.0,4879.0,4532.0,1748.0,2736.0,90.0,4544.0,506.0,298.0,45.0,1755.0,372.0,192.0,917.0,3284.0,1938.0,1030.0,1348.0,249.0,332.0,894.0,805.0,16.0,103.0,449.0,1615.0,71.0,76.0,177.0,9.0
ENSG00000091513,22445.0,24815.0,967.0,3941.0,12612.0,1760.0,3810.0,2539.0,278.0,743.0,249.0,427.0,2713.0,254.0,746.0,27.0,258.0,5758.0,239.0,137.0,192.0,138.0,174.0,215.0,22.0,176.0,36.0,237.0,173.0,7.0,10.0,113.0,8.0,1769.0,510.0,15.0,24.0,18.0,34.0,21.0,80.0,3.0,29.0,3801.0,30357.0,1675.0,890.0,1658.0,114.0,86.0,48.0,21.0,83.0,737.0,46.0,21.0,143.0,351.0,5996.0,1453.0,7841.0,7563.0,8649.0,482.0,1933.0,17336.0,22009.0,404.0,847.0,1060.0,314.0,27.0,303.0,327.0,4796.0,1184.0,132.0,1294.0,244.0,2344.0,232.0,282.0,112.0,302.0,3979.0,517.0,67.0,1269.0,298.0,3.0,169.0,69.0,187.0,11.0,73.0,182.0
ENSG00000091879,1956.0,541.0,498.0,453.0,746.0,675.0,198.0,213.0,664.0,188.0,553.0,47.0,171.0,48.0,207.0,170.0,456.0,2279.0,129.0,41.0,108.0,43.0,217.0,93.0,58.0,292.0,416.0,150.0,372.0,1.0,14.0,181.0,1.0,84.0,20.0,13.0,106.0,10.0,64.0,124.0,10.0,12.0,22.0,241.0,1102.0,120.0,85.0,199.0,105.0,53.0,145.0,2.0,84.0,42.0,50.0,23.0,2.0,16.0,727.0,137.0,498.0,587.0,378.0,648.0,347.0,730.0,1868.0,147.0,1117.0,164.0,724.0,71.0,186.0,101.0,321.0,95.0,215.0,76.0,230.0,228.0,270.0,147.0,191.0,315.0,230.0,232.0,73.0,913.0,10.0,23.0,174.0,61.0,45.0,8.0,301.0,7.0
ENSG00000092607,5.0,160.0,56.0,30.0,8.0,169.0,73.0,11.0,2.0,13.0,2.0,8.0,0.0,1.0,1.0,97.0,6.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,69.0,0.0,0.0,1.0,0.0,25.0,12.0,13.0,23.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,68.0,28.0,99.0,6.0,2.0,4.0,3.0,8.0,10.0,8.0,9.0,6.0,3.0,14.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,22.0,2.0,6.0,5.0,0.0,0.0,2.0,3.0,3.0,0.0,13.0,339.0,7.0,0.0,29.0,0.0,0.0
ENSG00000092969,83.0,2765.0,854.0,840.0,134.0,1394.0,1222.0,1511.0,392.0,724.0,377.0,289.0,16.0,80.0,360.0,41.0,85.0,65.0,25.0,47.0,20.0,664.0,212.0,123.0,8.0,42.0,11.0,205.0,137.0,0.0,30.0,44.0,2.0,5.0,6.0,12.0,7.0,6.0,15.0,7.0,8.0,3.0,4.0,984.0,184.0,246.0,728.0,4.0,67.0,35.0,0.0,8.0,38.0,65.0,30.0,11.0,0.0,0.0,2336.0,653.0,1339.0,19.0,44.0,428.0,167.0,98.0,75.0,152.0,958.0,236.0,79.0,17.0,49.0,416.0,95.0,4.0,195.0,264.0,9.0,513.0,110.0,197.0,47.0,138.0,12.0,375.0,19.0,55.0,1.0,9.0,177.0,17.0,3.0,11.0,13.0,1.0
ENSG00000094963,1.0,34.0,6.0,10.0,1.0,18.0,21.0,13.0,1.0,6.0,33.0,3.0,1.0,0.0,0.0,167.0,0.0,11.0,0.0,1.0,15.0,3.0,6.0,0.0,0.0,0.0,0.0,13.0,29.0,0.0,76.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,8.0,1.0,0.0,8.0,12.0,5.0,3.0,4.0,1.0,16.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,32.0,4.0,16.0,1.0,0.0,32.0,3.0,3.0,6.0,2.0,11.0,7.0,4.0,42.0,1.0,2.0,2.0,0.0,13.0,0.0,0.0,15.0,27.0,10.0,23.0,16.0,0.0,3.0,0.0,16.0,0.0,114.0,181.0,0.0,1.0,76.0,0.0,0.0
ENSG00000095303,4.0,20.0,7.0,8.0,215.0,4.0,10.0,3.0,181.0,1.0,2.0,2.0,1.0,65.0,70.0,0.0,3.0,2.0,106.0,0.0,1.0,3.0,0.0,38.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,27.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,48.0,0.0,2.0,1.0,0.0,75.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,49.0,2.0,6.0,3.0,2.0,0.0,68.0,50.0,5.0,4.0,10.0,3.0,0.0,1.0,0.0,124.0,25.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,172.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
ENSG00000095585,63.0,102.0,55.0,41.0,1381.0,45.0,43.0,31.0,1474.0,25.0,41.0,8.0,7.0,629.0,328.0,5.0,33.0,38.0,461.0,5.0,2.0,14.0,26.0,157.0,3.0,28.0,1.0,7.0,23.0,0.0,1.0,6.0,0.0,6.0,312.0,115.0,0.0,1.0,1.0,0.0,9.0,2.0,0.0,21.0,317.0,11.0,14.0,3.0,5.0,774.0,0.0,0.0,6.0,270.0,1.0,0.0,0.0,0.0,336.0,11.0,43.0,36.0,29.0,70.0,446.0,460.0,107.0,16.0,98.0,13.0,45.0,1.0,22.0,429.0,194.0,5.0,9.0,14.0,0.0,29.0,15.0,13.0,8.0,19.0,17.0,1214.0,3.0,4.0,1.0,0.0,11.0,3.0,2.0,0.0,0.0,2.0
ENSG00000095637,983.0,23388.0,7388.0,4853.0,2154.0,12077.0,11603.0,10092.0,4161.0,6148.0,3267.0,2014.0,214.0,1435.0,2746.0,1110.0,8480.0,1100.0,2100.0,641.0,623.0,8020.0,1696.0,1568.0,406.0,3058.0,713.0,2525.0,1284.0,226.0,359.0,641.0,165.0,89.0,64.0,110.0,234.0,168.0,771.0,337.0,576.0,174.0,93.0,7214.0,3192.0,2233.0,4679.0,134.0,596.0,371.0,86.0,493.0,316.0,720.0,378.0,483.0,5.0,7.0,16634.0,8379.0,9363.0,448.0,689.0,2983.0,2864.0,1588.0,1076.0,7264.0,9134.0,2676.0,5711.0,216.0,6608.0,5064.0,1933.0,101.0,1927.0,2054.0,365.0,4026.0,2363.0,1745.0,701.0,1117.0,161.0,2989.0,1645.0,1035.0,23.0,201.0,1869.0,3439.0,152.0,320.0,243.0,7.0
ENSG00000095970,2.0,9.0,5.0,2.0,122.0,4.0,2.0,5.0,147.0,1.0,1.0,1.0,1.0,37.0,18.0,0.0,2.0,4.0,33.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,22.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,21.0,2.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,87.0,1.0,7.0,8.0,1.0,2.0,28.0,25.0,13.0,0.0,2.0,2.0,0.0,0.0,2.0,39.0,15.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,79.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000096060,8446.0,12518.0,2142.0,2613.0,656.0,2307.0,3802.0,2582.0,4700.0,175.0,927.0,876.0,1263.0,3031.0,1558.0,1079.0,2066.0,2609.0,2399.0,627.0,649.0,1310.0,520.0,1314.0,125.0,1250.0,208.0,791.0,674.0,45.0,513.0,101.0,41.0,60.0,711.0,575.0,122.0,136.0,1455.0,152.0,186.0,12.0,36.0,1616.0,1571.0,266.0,1068.0,88.0,121.0,887.0,34.0,98.0,213.0,469.0,111.0,47.0,13.0,35.0,9163.0,1301.0,4018.0,174.0,3931.0,151.0,180.0,2101.0,2881.0,1286.0,339.0,400.0,357.0,25.0,1272.0,1317.0,1185.0,150.0,731.0,689.0,253.0,949.0,1378.0,404.0,260.0,388.0,1406.0,3078.0,234.0,582.0,50.0,223.0,1813.0,991.0,6.0,273.0,155.0,25.0
